competition_group,electric_utility,gas_utility,building_type,time,total_stock,ret_er_stock,remaining_stock,rob_stock,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock
refrigeration,test_utility_1,test_utility_1,multi_family,11,6000.0,1800.0000000000002,3600.0000000000005,600.0,96.90334973390746,121.12918716738434,3260.8382759313245,121.12918716738434,86.88642735220611,108.60803419025764,1495.8975042672787,108.60803419025764,33.75287870271231,42.191098378390386,481.8649245405069,42.191098378390386
refrigeration,test_utility_1,test_utility_1,multi_family,12,6000.000000000001,1800.0,3600.000000000001,600.0,80.75279144492289,100.94098930615363,3317.3652299427704,100.94098930615363,72.9163574924259,91.14544686553236,1544.7927487765094,91.14544686553236,28.38289960172066,35.47862450215082,500.65985139397765,35.47862450215082
refrigeration,test_utility_1,test_utility_1,multi_family,13,6000.0,1800.0,3600.0000000000005,599.9999999999999,67.29399287076907,84.11749108846136,3364.4710249523087,84.11749108846136,61.09748546920541,76.37185683650674,1586.158800857781,76.37185683650674,23.819343447525796,29.774179309407238,516.6322979336596,29.774179309407238
refrigeration,test_utility_1,test_utility_1,multi_family,14,6000.0,1800.0,3600.0000000000005,599.9999999999999,56.078327392307564,70.09790924038447,3403.725854126924,70.09790924038447,51.13268931834238,63.91586164792797,1621.0355873858016,63.91586164792797,19.958511919940435,24.948139899925536,530.1452082802084,24.948139899925536
refrigeration,test_utility_1,test_utility_1,multi_family,15,6000.0,1799.9999999999998,3600.0000000000005,600.0,46.731939493589636,58.41492436698706,3436.4382117724367,58.41492436698706,42.75307825336828,53.44134781671035,1650.3642261132109,53.44134781671035,16.703345177325176,20.87918147165647,541.5382918793619,20.87918147165647
refrigeration,test_utility_1,test_utility_1,multi_family,16,6000.000000000001,1800.0,3600.000000000001,599.9999999999999,38.9432829113247,48.67910363915588,3463.698509810364,48.67910363915588,35.72066770779888,44.6508346347486,1674.9776630227038,44.6508346347486,13.96600556276697,17.45750695345871,551.1189805303155,17.45750695345871
refrigeration,test_utility_1,test_utility_1,multi_family,17,6000.000000000001,1799.9999999999998,3600.000000000001,600.0,32.45273575943725,40.56591969929657,3486.4154248419704,40.56591969929657,29.82805005431605,37.28506256789506,1695.6018248098937,37.28506256789506,11.6687514512143,14.585939314017875,559.1593699207499,14.585939314017875
refrigeration,test_utility_1,test_utility_1,multi_family,18,6000.0,1800.0,3600.0000000000005,599.9999999999999,27.043946466197713,33.80493308274715,3505.3461873683086,33.80493308274715,24.896448662059363,31.1205608275742,1712.862429682792,31.1205608275742,9.74382968440991,12.179787105512386,565.8965961045652,12.179787105512386
refrigeration,test_utility_1,test_utility_1,multi_family,19,6000.0,1800.0000000000002,3600.0000000000005,600.0,22.536622055164763,28.17077756895596,3521.121822806924,28.17077756895596,20.773004203578402,25.966255254472998,1727.2944852874757,25.966255254472998,8.132839896272724,10.166049870340904,571.5350603630454,10.166049870340904
refrigeration,test_utility_1,test_utility_1,single_family,0,50000.0,15000.0,30000.0,5000.0,6000.0,7500.0,9000.0,7500.0,3000.0,3750.0,4500.0,3750.0,1000.0,1250.0,1500.0,1250.0
refrigeration,test_utility_1,test_utility_1,single_family,1,50000.0,15000.0,30000.0,5000.0,5000.0,6250.0,12500.0,6250.0,2960.0,3700.0,4640.0,3700.0,980.0,1225.0,1570.0,1225.0
refrigeration,test_utility_1,test_utility_1,single_family,2,50000.0,14999.999999999998,30000.0,5000.0,4166.666666666667,5208.333333333334,15416.666666666668,5208.333333333334,2767.2,3458.9999999999995,5314.799999999999,3458.9999999999995,966.9333333333334,1208.6666666666665,1615.7333333333331,1208.6666666666665
refrigeration,test_utility_1,test_utility_1,single_family,3,50000.0,15000.0,30000.000000000004,4999.999999999999,3472.2222222222226,4340.277777777778,17847.222222222226,4340.277777777778,2502.3484444444443,3127.9355555555553,6241.780444444444,3127.9355555555553,903.9519999999999,1129.9399999999998,1836.1679999999997,1129.9399999999998
refrigeration,test_utility_1,test_utility_1,single_family,4,50000.0,14999.999999999998,30000.000000000007,4999.999999999999,2893.518518518519,3616.8981481481487,19872.68518518519,3616.8981481481487,2213.571354074074,2766.964192592592,7252.5002607407405,2766.964192592592,817.4338251851851,1021.7922814814813,2138.9816118518515,1021.7922814814813
refrigeration,test_utility_1,test_utility_1,single_family,5,50000.00000000001,15000.0,30000.000000000007,5000.0,2411.2654320987663,3014.0817901234573,21560.570987654326,3014.0817901234573,1928.453037748148,2410.5662971851852,8250.414367881482,2410.5662971851852,723.0999756641975,903.8749695802468,2469.1500851753085,903.8749695802468
refrigeration,test_utility_1,test_utility_1,single_family,6,50000.00000000001,15000.0,30000.000000000007,4999.999999999999,2009.3878600823052,2511.734825102881,22967.14248971194,2511.734825102881,1661.800223345251,2077.2502791815637,9183.699218291622,2077.2502791815637,629.961325664395,787.4516570804938,2795.135360174617,787.4516570804938
refrigeration,test_utility_1,test_utility_1,single_family,7,50000.00000000001,15000.0,30000.000000000007,4999.999999999999,1674.4898834019211,2093.112354252401,24139.285408093285,2093.112354252401,1420.6074559326148,1775.7593199157682,10027.87390423585,1775.7593199157682,542.8547396261152,678.568424532644,3100.0084113085964,678.568424532644
refrigeration,test_utility_1,test_utility_1,single_family,8,50000.00000000001,15000.0,30000.000000000007,5000.0,1395.4082361682676,1744.2602952103343,25116.07117341107,1744.2602952103343,1207.2118517762951,1509.0148147203686,10774.758518782968,1509.0148147203686,464.0651022713208,580.081377839151,3375.7721420503776,580.081377839151
refrigeration,test_utility_1,test_utility_1,single_family,9,50000.00000000001,15000.0,30000.000000000007,5000.000000000001,1162.8401968068897,1453.550246008612,25930.059311175894,1453.550246008612,1021.2797825218906,1276.5997281523632,11425.520761173384,1276.5997281523632,394.35587158025635,492.9448394753204,3619.754449469103,492.9448394753204
refrigeration,test_utility_1,test_utility_1,single_family,10,50000.00000000001,15000.000000000002,30000.000000000004,5000.000000000001,969.0334973390748,1211.2918716738434,26608.382759313245,1211.2918716738434,861.0428240487835,1076.3035300609793,11986.35011582926,1076.3035300609793,333.61806229048426,417.0225778631053,3832.3367819833056,417.0225778631053
refrigeration,test_utility_1,test_utility_1,single_family,11,50000.00000000001,15000.000000000002,30000.000000000007,5000.0,807.527914449229,1009.4098930615362,27173.652299427704,1009.4098930615362,724.0535612683843,905.0669515854803,12465.812535560657,905.0669515854803,281.2739891892693,351.59248648658655,4015.541037837558,351.59248648658655
refrigeration,test_utility_1,test_utility_1,single_family,12,50000.0,15000.000000000002,30000.000000000004,5000.0,672.9399287076909,841.1749108846135,27644.710249523087,841.1749108846135,607.6363124368825,759.5453905461031,12873.272906470913,759.5453905461031,236.5241633476722,295.6552041845902,4172.165428283148,295.6552041845902
refrigeration,test_utility_1,test_utility_1,single_family,13,50000.0,15000.000000000002,30000.000000000004,5000.0,560.7832739230757,700.9790924038446,28037.25854126924,700.9790924038446,509.1457122433784,636.4321403042229,13217.990007148177,636.4321403042229,198.4945287293816,248.118160911727,4305.269149447165,248.118160911727
refrigeration,test_utility_1,test_utility_1,single_family,14,50000.0,15000.0,30000.000000000004,5000.0,467.31939493589647,584.1492436698705,28364.382117724366,584.1492436698705,426.10574431951983,532.6321803993997,13508.62989488168,532.6321803993997,166.32093266617028,207.9011658327128,4417.876735668404,207.9011658327128
refrigeration,test_utility_1,test_utility_1,single_family,15,50000.0,14999.999999999996,30000.000000000004,4999.999999999998,389.43282911324707,486.7910363915588,28636.98509810364,486.7910363915588,356.27565211140234,445.34456513925284,13753.03521761009,445.34456513925284,139.19454314437647,173.99317893047055,4512.819098994682,173.99317893047055
refrigeration,test_utility_1,test_utility_1,single_family,16,50000.0,15000.0,30000.0,4999.999999999999,324.5273575943726,405.6591969929657,28864.154248419698,405.6591969929657,297.672230898324,372.09028862290495,13958.147191855865,372.09028862290495,116.38337968972476,145.47922461215592,4592.658171085963,145.47922461215592
refrigeration,test_utility_1,test_utility_1,single_family,17,50000.0,14999.999999999998,30000.0,4999.999999999999,270.4394646619772,338.0493308274714,29053.46187368308,338.0493308274714,248.56708378596713,310.7088547324588,14130.015206749114,310.7088547324588,97.23959542678585,121.54949428348228,4659.661416006249,121.54949428348228
refrigeration,test_utility_1,test_utility_1,single_family,18,50000.0,15000.0,30000.000000000004,4999.999999999999,225.36622055164767,281.7077756895595,29211.218228069236,281.7077756895595,207.4704055171614,259.33800689645165,14273.853580689934,259.33800689645165,81.19858070341593,101.49822587926987,4715.8049675380435,101.49822587926987
refrigeration,test_utility_1,test_utility_1,single_family,19,50000.0,14999.999999999998,30000.000000000004,4999.999999999999,187.80518379303973,234.75647974129961,29342.681856724364,234.75647974129961,173.10836836315337,216.38546045394165,14394.120710728963,216.38546045394165,67.77366580227272,84.71708225284087,4762.792169692045,84.71708225284087
refrigeration,test_utility_1,test_utility_1,multi_family_li,0,3000.0,900.0,1800.0,300.0,360.0,450.0,540.0,450.0,180.0,225.0,270.0,225.0,60.0,75.0,90.0,75.0
refrigeration,test_utility_1,test_utility_1,multi_family_li,1,3000.0,900.0,1800.0,300.0,300.0,375.0,750.0,375.0,177.6,222.0,278.4,222.0,58.8,73.5,94.2,73.5
refrigeration,test_utility_1,test_utility_1,multi_family_li,2,3000.0,900.0,1800.0,300.0,250.0,312.5,925.0,312.5,166.03199999999998,207.54,318.888,207.54,58.016,72.52,96.94399999999999,72.52
refrigeration,test_utility_1,test_utility_1,multi_family_li,3,3000.0,900.0,1800.0000000000002,299.99999999999994,208.33333333333334,260.4166666666667,1070.8333333333335,260.4166666666667,150.14090666666664,187.67613333333333,374.5068266666666,187.67613333333333,54.23711999999999,67.79639999999999,110.17007999999998,67.79639999999999
refrigeration,test_utility_1,test_utility_1,multi_family_li,4,3000.0,900.0,1800.0000000000002,299.99999999999994,173.61111111111111,217.0138888888889,1192.3611111111113,217.0138888888889,132.81428124444443,166.01785155555555,435.1500156444444,166.01785155555555,49.0460295111111,61.30753688888888,128.3388967111111,61.30753688888888
refrigeration,test_utility_1,test_utility_1,multi_family_li,5,3000.0,899.9999999999999,1800.0,299.99999999999994,144.67592592592592,180.84490740740745,1293.6342592592594,180.84490740740745,115.70718226488887,144.6339778311111,495.0248620728888,144.6339778311111,43.38599853985185,54.23249817481481,148.1490051105185,54.23249817481481
refrigeration,test_utility_1,test_utility_1,multi_family_li,6,3000.0,899.9999999999998,1800.0000000000002,299.99999999999994,120.56327160493828,150.7040895061729,1378.0285493827162,150.7040895061729,99.70801340071503,124.63501675089383,551.0219530974972,124.63501675089383,37.797679539863694,47.24709942482963,167.708121610477,47.24709942482963
refrigeration,test_utility_1,test_utility_1,multi_family_li,7,3000.0,899.9999999999999,1800.0000000000002,300.0,100.46939300411523,125.58674125514408,1448.3571244855968,125.58674125514408,85.23644735595687,106.54555919494611,601.6724342541509,106.54555919494611,32.57128437756691,40.714105471958646,186.00050467851577,40.714105471958646
refrigeration,test_utility_1,test_utility_1,multi_family_li,8,3000.0000000000005,900.0,1800.0000000000005,299.99999999999994,83.72449417009604,104.65561771262007,1506.9642704046641,104.65561771262007,72.4327111065777,90.54088888322212,646.485511126978,90.54088888322212,27.843906136279244,34.80488267034906,202.5463285230226,34.80488267034906
refrigeration,test_utility_1,test_utility_1,multi_family_li,9,3000.0,900.0,1800.0000000000002,300.0,69.77041180841337,87.21301476051673,1555.8035586705535,87.21301476051673,61.27678695131343,76.5959836891418,685.531245670403,76.5959836891418,23.66135229481538,29.576690368519227,217.18526696814615,29.576690368519227
refrigeration,test_utility_1,test_utility_1,multi_family_li,10,3000.0,899.9999999999999,1800.0000000000002,299.99999999999994,58.14200984034448,72.6775123004306,1596.5029655587946,72.6775123004306,51.662569442927,64.57821180365876,719.1810069497554,64.57821180365876,20.017083737429054,25.02135467178632,229.94020691899829,25.02135467178632
refrigeration,test_utility_1,test_utility_1,multi_family_li,11,3000.0,900.0000000000001,1800.0000000000002,300.0,48.45167486695373,60.56459358369217,1630.4191379656622,60.56459358369217,43.443213676103056,54.30401709512882,747.9487521336393,54.30401709512882,16.876439351356154,21.095549189195193,240.93246227025344,21.095549189195193
refrigeration,test_utility_1,test_utility_1,multi_family_li,12,3000.0000000000005,900.0,1800.0000000000005,300.0,40.376395722461446,50.47049465307681,1658.6826149713852,50.47049465307681,36.45817874621295,45.57272343276618,772.3963743882547,45.57272343276618,14.19144980086033,17.73931225107541,250.32992569698882,17.73931225107541
refrigeration,test_utility_1,test_utility_1,multi_family_li,13,3000.0,900.0,1800.0000000000002,299.99999999999994,33.64699643538454,42.05874554423068,1682.2355124761543,42.05874554423068,30.548742734602705,38.18592841825337,793.0794004288905,38.18592841825337,11.909671723762898,14.887089654703619,258.3161489668298,14.887089654703619
refrigeration,test_utility_1,test_utility_1,multi_family_li,14,3000.0,900.0,1800.0000000000002,299.99999999999994,28.039163696153782,35.048954620192234,1701.862927063462,35.048954620192234,25.56634465917119,31.957930823963984,810.5177936929008,31.957930823963984,9.979255959970217,12.474069949962768,265.0726041401042,12.474069949962768
refrigeration,test_utility_1,test_utility_1,multi_family_li,15,3000.0,899.9999999999999,1800.0000000000002,300.0,23.365969746794818,29.20746218349353,1718.2191058862184,29.20746218349353,21.37653912668414,26.720673908355174,825.1821130566054,26.720673908355174,8.351672588662588,10.439590735828235,270.7691459396809,10.439590735828235
refrigeration,test_utility_1,test_utility_1,multi_family_li,16,3000.0000000000005,900.0,1800.0000000000005,299.99999999999994,19.47164145566235,24.33955181957794,1731.849254905182,24.33955181957794,17.86033385389944,22.3254173173743,837.4888315113519,22.3254173173743,6.983002781383485,8.728753476729356,275.55949026515776,8.728753476729356
refrigeration,test_utility_1,test_utility_1,multi_family_li,17,3000.0000000000005,899.9999999999999,1800.0000000000005,300.0,16.226367879718627,20.282959849648286,1743.2077124209852,20.282959849648286,14.914025027158026,18.64253128394753,847.8009124049469,18.64253128394753,5.83437572560715,7.292969657008937,279.57968496037495,7.292969657008937
refrigeration,test_utility_1,test_utility_1,multi_family_li,18,3000.0,900.0,1800.0000000000002,299.99999999999994,13.521973233098857,16.902466541373574,1752.6730936841543,16.902466541373574,12.448224331029682,15.5602804137871,856.431214841396,15.5602804137871,4.871914842204955,6.089893552756193,282.9482980522826,6.089893552756193
refrigeration,test_utility_1,test_utility_1,multi_family_li,19,3000.0,900.0000000000001,1800.0000000000002,300.0,11.268311027582381,14.08538878447798,1760.560911403462,14.08538878447798,10.386502101789201,12.983127627236499,863.6472426437379,12.983127627236499,4.066419948136362,5.083024935170452,285.7675301815227,5.083024935170452
refrigeration,test_utility_1,test_utility_1,single_family_li,0,25000.0,7500.0,15000.0,2500.0,3000.0,3750.0,4500.0,3750.0,1500.0,1875.0,2250.0,1875.0,500.0,625.0,750.0,625.0
refrigeration,test_utility_1,test_utility_1,single_family_li,1,25000.0,7500.0,15000.0,2500.0,2500.0,3125.0,6250.0,3125.0,1480.0,1850.0,2320.0,1850.0,490.0,612.5,785.0,612.5
refrigeration,test_utility_1,test_utility_1,single_family_li,2,25000.0,7499.999999999999,15000.0,2500.0,2083.3333333333335,2604.166666666667,7708.333333333334,2604.166666666667,1383.6,1729.4999999999998,2657.3999999999996,1729.4999999999998,483.4666666666667,604.3333333333333,807.8666666666666,604.3333333333333
refrigeration,test_utility_1,test_utility_1,single_family_li,3,25000.0,7500.0,15000.000000000002,2499.9999999999995,1736.1111111111113,2170.138888888889,8923.611111111113,2170.138888888889,1251.1742222222222,1563.9677777777777,3120.890222222222,1563.9677777777777,451.97599999999994,564.9699999999999,918.0839999999998,564.9699999999999
refrigeration,test_utility_1,test_utility_1,single_family_li,4,25000.0,7499.999999999999,15000.000000000004,2499.9999999999995,1446.7592592592596,1808.4490740740744,9936.342592592595,1808.4490740740744,1106.785677037037,1383.482096296296,3626.2501303703702,1383.482096296296,408.71691259259256,510.89614074074063,1069.4908059259258,510.89614074074063
refrigeration,test_utility_1,test_utility_1,single_family_li,5,25000.000000000004,7500.0,15000.000000000004,2500.0,1205.6327160493831,1507.0408950617286,10780.285493827163,1507.0408950617286,964.226518874074,1205.2831485925926,4125.207183940741,1205.2831485925926,361.54998783209874,451.9374847901234,1234.5750425876543,451.9374847901234
refrigeration,test_utility_1,test_utility_1,single_family_li,6,25000.000000000004,7500.0,15000.000000000004,2499.9999999999995,1004.6939300411526,1255.8674125514406,11483.57124485597,1255.8674125514406,830.9001116726255,1038.6251395907818,4591.849609145811,1038.6251395907818,314.9806628321975,393.7258285402469,1397.5676800873084,393.7258285402469
refrigeration,test_utility_1,test_utility_1,single_family_li,7,25000.000000000004,7500.0,15000.000000000004,2499.9999999999995,837.2449417009606,1046.5561771262005,12069.642704046642,1046.5561771262005,710.3037279663074,887.8796599578841,5013.936952117925,887.8796599578841,271.4273698130576,339.284212266322,1550.0042056542982,339.284212266322
refrigeration,test_utility_1,test_utility_1,single_family_li,8,25000.000000000004,7500.0,15000.000000000004,2500.0,697.7041180841338,872.1301476051672,12558.035586705535,872.1301476051672,603.6059258881476,754.5074073601843,5387.379259391484,754.5074073601843,232.0325511356604,290.0406889195755,1687.8860710251888,290.0406889195755
refrigeration,test_utility_1,test_utility_1,single_family_li,9,25000.000000000004,7500.0,15000.000000000004,2500.0000000000005,581.4200984034449,726.775123004306,12965.029655587947,726.775123004306,510.6398912609453,638.2998640761816,5712.760380586692,638.2998640761816,197.17793579012817,246.4724197376602,1809.8772247345514,246.4724197376602
refrigeration,test_utility_1,test_utility_1,single_family_li,10,25000.000000000004,7500.000000000001,15000.000000000002,2500.0000000000005,484.5167486695374,605.6459358369217,13304.191379656622,605.6459358369217,430.52141202439174,538.1517650304896,5993.17505791463,538.1517650304896,166.80903114524213,208.51128893155266,1916.1683909916528,208.51128893155266
refrigeration,test_utility_1,test_utility_1,single_family_li,11,25000.000000000004,7500.000000000001,15000.000000000004,2500.0,403.7639572246145,504.7049465307681,13586.826149713852,504.7049465307681,362.02678063419216,452.53347579274015,6232.906267780329,452.53347579274015,140.63699459463464,175.79624324329328,2007.770518918779,175.79624324329328
refrigeration,test_utility_1,test_utility_1,single_family_li,12,25000.0,7500.000000000001,15000.000000000002,2500.0,336.46996435384546,420.58745544230675,13822.355124761543,420.58745544230675,303.81815621844123,379.77269527305157,6436.636453235456,379.77269527305157,118.2620816738361,147.8276020922951,2086.082714141574,147.8276020922951
refrigeration,test_utility_1,test_utility_1,single_family_li,13,25000.0,7500.000000000001,15000.000000000002,2500.0,280.39163696153787,350.4895462019223,14018.62927063462,350.4895462019223,254.5728561216892,318.21607015211146,6608.9950035740885,318.21607015211146,99.2472643646908,124.0590804558635,2152.6345747235823,124.0590804558635
refrigeration,test_utility_1,test_utility_1,single_family_li,14,25000.0,7500.0,15000.000000000002,2500.0,233.65969746794823,292.0746218349353,14182.191058862183,292.0746218349353,213.05287215975991,266.31609019969983,6754.31494744084,266.31609019969983,83.16046633308514,103.9505829163564,2208.938367834202,103.9505829163564
refrigeration,test_utility_1,test_utility_1,single_family_li,15,25000.0,7499.999999999998,15000.000000000002,2499.999999999999,194.71641455662353,243.3955181957794,14318.49254905182,243.3955181957794,178.13782605570117,222.67228256962642,6876.517608805045,222.67228256962642,69.59727157218823,86.99658946523527,2256.409549497341,86.99658946523527
refrigeration,test_utility_1,test_utility_1,single_family_li,16,25000.0,7500.0,15000.0,2499.9999999999995,162.2636787971863,202.82959849648284,14432.077124209849,202.82959849648284,148.836115449162,186.04514431145247,6979.073595927933,186.04514431145247,58.19168984486238,72.73961230607796,2296.3290855429814,72.73961230607796
refrigeration,test_utility_1,test_utility_1,single_family_li,17,25000.0,7499.999999999999,15000.0,2499.9999999999995,135.2197323309886,169.0246654137357,14526.73093684154,169.0246654137357,124.28354189298356,155.3544273662294,7065.007603374557,155.3544273662294,48.61979771339293,60.77474714174114,2329.8307080031245,60.77474714174114
refrigeration,test_utility_1,test_utility_1,single_family_li,18,25000.0,7500.0,15000.000000000002,2499.9999999999995,112.68311027582384,140.85388784477976,14605.609114034618,140.85388784477976,103.7352027585807,129.66900344822582,7136.926790344967,129.66900344822582,40.599290351707964,50.749112939634934,2357.9024837690217,50.749112939634934
refrigeration,test_utility_1,test_utility_1,single_family_li,19,25000.0,7499.999999999999,15000.000000000002,2499.9999999999995,93.90259189651987,117.37823987064981,14671.340928362182,117.37823987064981,86.55418418157669,108.19273022697082,7197.060355364481,108.19273022697082,33.88683290113636,42.358541126420434,2381.3960848460224,42.358541126420434
refrigeration,test_utility_1,none,multi_family,0,6000.0,1800.0,3600.0,600.0,720.0,900.0,1080.0,900.0,360.0,450.0,540.0,450.0,120.0,150.0,180.0,150.0
refrigeration,test_utility_1,none,multi_family,1,6000.0,1800.0,3600.0,600.0,600.0,750.0,1500.0,750.0,355.2,444.0,556.8,444.0,117.6,147.0,188.4,147.0
refrigeration,test_utility_1,none,multi_family,2,6000.0,1800.0,3600.0,600.0,500.0,625.0,1850.0,625.0,332.06399999999996,415.08,637.776,415.08,116.032,145.04,193.88799999999998,145.04
refrigeration,test_utility_1,none,multi_family,3,6000.0,1800.0,3600.0000000000005,599.9999999999999,416.6666666666667,520.8333333333334,2141.666666666667,520.8333333333334,300.2818133333333,375.35226666666665,749.0136533333332,375.35226666666665,108.47423999999998,135.59279999999998,220.34015999999997,135.59279999999998
refrigeration,test_utility_1,none,multi_family,4,6000.0,1800.0,3600.0000000000005,599.9999999999999,347.22222222222223,434.0277777777778,2384.7222222222226,434.0277777777778,265.62856248888886,332.0357031111111,870.3000312888888,332.0357031111111,98.0920590222222,122.61507377777777,256.6777934222222,122.61507377777777
refrigeration,test_utility_1,none,multi_family,5,6000.0,1799.9999999999998,3600.0,599.9999999999999,289.35185185185185,361.6898148148149,2587.2685185185187,361.6898148148149,231.41436452977774,289.2679556622222,990.0497241457776,289.2679556622222,86.7719970797037,108.46499634962962,296.298010221037,108.46499634962962
refrigeration,test_utility_1,none,multi_family,6,6000.0,1799.9999999999995,3600.0000000000005,599.9999999999999,241.12654320987656,301.4081790123458,2756.0570987654323,301.4081790123458,199.41602680143006,249.27003350178765,1102.0439061949944,249.27003350178765,75.59535907972739,94.49419884965926,335.416243220954,94.49419884965926
refrigeration,test_utility_1,none,multi_family,7,6000.0,1799.9999999999998,3600.0000000000005,600.0,200.93878600823047,251.17348251028815,2896.7142489711937,251.17348251028815,170.47289471191374,213.09111838989222,1203.3448685083017,213.09111838989222,65.14256875513382,81.42821094391729,372.00100935703153,81.42821094391729
refrigeration,test_utility_1,none,multi_family,8,6000.000000000001,1800.0,3600.000000000001,599.9999999999999,167.44898834019207,209.31123542524014,3013.9285408093283,209.31123542524014,144.8654222131554,181.08177776644425,1292.971022253956,181.08177776644425,55.68781227255849,69.60976534069812,405.0926570460452,69.60976534069812
refrigeration,test_utility_1,none,multi_family,9,6000.0,1800.0,3600.0000000000005,600.0,139.54082361682674,174.42602952103346,3111.607117341107,174.42602952103346,122.55357390262687,153.1919673782836,1371.062491340806,153.1919673782836,47.32270458963076,59.153380737038454,434.3705339362923,59.153380737038454
refrigeration,test_utility_1,none,multi_family,10,6000.0,1799.9999999999998,3600.0000000000005,599.9999999999999,116.28401968068896,145.3550246008612,3193.005931117589,145.3550246008612,103.325138885854,129.15642360731752,1438.3620138995109,129.15642360731752,40.03416747485811,50.04270934357264,459.88041383799657,50.04270934357264
refrigeration,test_utility_1,none,multi_family,11,6000.0,1800.0000000000002,3600.0000000000005,600.0,96.90334973390746,121.12918716738434,3260.8382759313245,121.12918716738434,86.88642735220611,108.60803419025764,1495.8975042672787,108.60803419025764,33.75287870271231,42.191098378390386,481.8649245405069,42.191098378390386
refrigeration,test_utility_1,none,multi_family,12,6000.000000000001,1800.0,3600.000000000001,600.0,80.75279144492289,100.94098930615363,3317.3652299427704,100.94098930615363,72.9163574924259,91.14544686553236,1544.7927487765094,91.14544686553236,28.38289960172066,35.47862450215082,500.65985139397765,35.47862450215082
refrigeration,test_utility_1,none,multi_family,13,6000.0,1800.0,3600.0000000000005,599.9999999999999,67.29399287076907,84.11749108846136,3364.4710249523087,84.11749108846136,61.09748546920541,76.37185683650674,1586.158800857781,76.37185683650674,23.819343447525796,29.774179309407238,516.6322979336596,29.774179309407238
