id,measure_name,sector,program,market,gas_utility,electric_utility,baseline_condition,efficient_condition,complementary_condition,building_type,electric_end_use,measure_life_(yrs),incremental_cost_(usd),annual_oandm_savings_(usd),annual_energy_saved_(kwh),water_savings_(gallons),energy_impact_1,energy_impact_1_fuel_type,energy_impact_1_units,energy_impact_2,energy_impact_2_fuel_type,energy_impact_2_units,energy_impact_3,energy_impact_3_fuel_type,energy_impact_3_units,energy_impact_1_end_use,energy_impact_2_end_use,energy_impact_3_end_use,measure_incremental_cost,demand_ratio,deferred_replacement_credit_value,measure_water_savings,measure_electric_energy_savings,measure_natural_gas_savings,measure_fuel_oil_savings,measure_propane_savings,measure_gasoline_savings,measure_diesel_savings,electric_energy_savings_value,electric_demand_savings_value,natural_gas_savings_value,fuel_oil_savings_value,propane_savings_value,diesel_transportation_savings_value,gasoline_transportation_savings_value,other_fuel_savings_value,annual_oandm_savings,o_and_m_savings_value,water_savings_value,electric_incentive_pct,natural_gas_incentive_pct,nonutility_incentive_pct,electric_utility_incentive_value,natural_gas_utility_incentive_value,nonutility_incentive_value,total_incentive_value,electric_utility_nonmeasure_program_cost,natural_gas_utility_nonmeasure_program_costs,nonutility_nonmeasure_program_costs,risk_discount_value,electric_carbon_savings_value,electric_n2o_savings_value,electric_ch4_savings_value,natural_gas_carbon_savings_value,fuel_oil_carbon_savings_value,propane_carbon_savings_value,diesel_transportation_carbon_savings_value,gasoline_transportation_carbon_savings_value,natural_gas_n2o_savings_value,fuel_oil_n2o_savings_value,propane_n2o_savings_value,diesel_transportation_n2o_savings_value,gasoline_transportation_n2o_savings_value,natural_gas_ch4_savings_value,fuel_oil_ch4_savings_value,propane_ch4_savings_value,diesel_transportation_ch4_savings_value,gasoline_transportation_ch4_savings_value,end_use_fuel_externalities,other_nonresource_benefits,electric_customer_bill_savings,natural_gas_customer_bill_savings,heating_oil_customer_bill_savings,EUCT_cost,EUCT_benefit,EUCT_BCR,GUCT_cost,GUCT_benefit,GUCT_BCR,EGUCT_cost,EGUCT_benefit,EGUCT_BCR,TRC_cost,TRC_benefit,TRC_BCR,SCT_cost,SCT_benefit,SCT_BCR,RIM_cost,RIM_benefit,RIM_BCR,PCT_cost,PCT_benefit,PCT_BCR
11,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,NLIRNC,NC,Methaners,FreshTricity,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,single_family,,10,700,0,715,0,-80.0,natural_gas,therms,-30.0,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-30.0,-80.0,0.0,0.0,0.0,0.0,-14.364862469645503,0.0,-3495.310037392648,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-18.672017428190777,-0.03838390137897032,-1.014204370477329,-11016.92373974077,0.0,0,0,0,-6.001505300449976,0.0,0,0,0,-2.193000437947551,0.0,0,0,0,-11044.842851179215,0.43324293616292675,0.0,0.0,0.0,420.0,-14.364862469645503,-0.03420205349915596,560.0,-3495.310037392648,-6.241625066772586,980.0,-3509.674899862294,-3.5813009182268303,1540.0,-3494.221656926131,-2.268975101900085,1540.0,-14558.789113805393,-9.453759164808696,980.0,-2949.674899862294,-3.009872346798259,700,-2458.241656926131,-3.5117737956087582
12,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,LIRNC,NC,Methaners,FreshTricity,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,single_family_li,,10,700,0,715,0,-80.0,natural_gas,therms,-30.0,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-30.0,-80.0,0.0,0.0,0.0,0.0,-14.364862469645503,0.0,-3495.310037392648,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-18.672017428190777,-0.03838390137897032,-1.014204370477329,-11016.92373974077,0.0,0,0,0,-6.001505300449976,0.0,0,0,0,-2.193000437947551,0.0,0,0,0,-11044.842851179215,0.43324293616292675,0.0,0.0,0.0,420.0,-14.364862469645503,-0.03420205349915596,560.0,-3495.310037392648,-6.241625066772586,980.0,-3509.674899862294,-3.5813009182268303,1540.0,-3494.221656926131,-2.268975101900085,1540.0,-14558.789113805393,-9.453759164808696,980.0,-2949.674899862294,-3.009872346798259,700,-2458.241656926131,-3.5117737956087582
13,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,NLIRROB,ROB,GasSellers,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,multi_family,,10,700,0,715,0,-180.0,natural_gas,therms,-67.5,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-67.5,-180.0,0.0,0.0,0.0,0.0,-32.32094055670238,0.0,-7864.447584133459,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-42.01203921342924,-0.08636377810268323,-2.28195983357399,-24788.078414416734,0.0,0,0,0,-13.503386926012444,0.0,0,0,0,-4.93425098538199,0.0,0,0,0,-24850.89641515323,0.43324293616292675,0.0,0.0,0.0,420.0,-32.32094055670238,-0.07695462037310091,560.0,-7864.447584133459,-14.04365640023832,980.0,-7896.768524690161,-8.057927066010368,1540.0,-7881.315281753998,-5.117737195944154,1540.0,-32776.592059732335,-21.28350133748853,980.0,-7336.768524690161,-7.486498494581797,700,-6845.335281753998,-9.779050402505712
14,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,LIRROB,ROB,GasSellers,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,multi_family_li,,10,700,0,715,0,-180.0,natural_gas,therms,-67.5,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-67.5,-180.0,0.0,0.0,0.0,0.0,-32.32094055670238,0.0,-7864.447584133459,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-42.01203921342924,-0.08636377810268323,-2.28195983357399,-24788.078414416734,0.0,0,0,0,-13.503386926012444,0.0,0,0,0,-4.93425098538199,0.0,0,0,0,-24850.89641515323,0.43324293616292675,0.0,0.0,0.0,420.0,-32.32094055670238,-0.07695462037310091,560.0,-7864.447584133459,-14.04365640023832,980.0,-7896.768524690161,-8.057927066010368,1540.0,-7881.315281753998,-5.117737195944154,1540.0,-32776.592059732335,-21.28350133748853,980.0,-7336.768524690161,-7.486498494581797,700,-6845.335281753998,-9.779050402505712
15,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,NLIRROB,ROB,GasSellers,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,single_family,,10,700,0,715,0,-80.0,natural_gas,therms,-30.0,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-30.0,-80.0,0.0,0.0,0.0,0.0,-14.364862469645503,0.0,-3495.310037392648,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-18.672017428190777,-0.03838390137897032,-1.014204370477329,-11016.92373974077,0.0,0,0,0,-6.001505300449976,0.0,0,0,0,-2.193000437947551,0.0,0,0,0,-11044.842851179215,0.43324293616292675,0.0,0.0,0.0,420.0,-14.364862469645503,-0.03420205349915596,560.0,-3495.310037392648,-6.241625066772586,980.0,-3509.674899862294,-3.5813009182268303,1540.0,-3494.221656926131,-2.268975101900085,1540.0,-14558.789113805393,-9.453759164808696,980.0,-2949.674899862294,-3.009872346798259,700,-2458.241656926131,-3.5117737956087582
16,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,LIRROB,ROB,GasSellers,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,single_family_li,,10,700,0,715,0,-80.0,natural_gas,therms,-30.0,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-30.0,-80.0,0.0,0.0,0.0,0.0,-14.364862469645503,0.0,-3495.310037392648,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-18.672017428190777,-0.03838390137897032,-1.014204370477329,-11016.92373974077,0.0,0,0,0,-6.001505300449976,0.0,0,0,0,-2.193000437947551,0.0,0,0,0,-11044.842851179215,0.43324293616292675,0.0,0.0,0.0,420.0,-14.364862469645503,-0.03420205349915596,560.0,-3495.310037392648,-6.241625066772586,980.0,-3509.674899862294,-3.5813009182268303,1540.0,-3494.221656926131,-2.268975101900085,1540.0,-14558.789113805393,-9.453759164808696,980.0,-2949.674899862294,-3.009872346798259,700,-2458.241656926131,-3.5117737956087582
17,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,NLIRROB,ROB,Methaners,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,multi_family,,10,700,0,715,0,-180.0,natural_gas,therms,-67.5,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-67.5,-180.0,0.0,0.0,0.0,0.0,-32.32094055670238,0.0,-7864.447584133459,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-42.01203921342924,-0.08636377810268323,-2.28195983357399,-24788.078414416734,0.0,0,0,0,-13.503386926012444,0.0,0,0,0,-4.93425098538199,0.0,0,0,0,-24850.89641515323,0.43324293616292675,0.0,0.0,0.0,420.0,-32.32094055670238,-0.07695462037310091,560.0,-7864.447584133459,-14.04365640023832,980.0,-7896.768524690161,-8.057927066010368,1540.0,-7881.315281753998,-5.117737195944154,1540.0,-32776.592059732335,-21.28350133748853,980.0,-7336.768524690161,-7.486498494581797,700,-6845.335281753998,-9.779050402505712
18,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,LIRROB,ROB,Methaners,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,multi_family_li,,10,700,0,715,0,-180.0,natural_gas,therms,-67.5,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-67.5,-180.0,0.0,0.0,0.0,0.0,-32.32094055670238,0.0,-7864.447584133459,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-42.01203921342924,-0.08636377810268323,-2.28195983357399,-24788.078414416734,0.0,0,0,0,-13.503386926012444,0.0,0,0,0,-4.93425098538199,0.0,0,0,0,-24850.89641515323,0.43324293616292675,0.0,0.0,0.0,420.0,-32.32094055670238,-0.07695462037310091,560.0,-7864.447584133459,-14.04365640023832,980.0,-7896.768524690161,-8.057927066010368,1540.0,-7881.315281753998,-5.117737195944154,1540.0,-32776.592059732335,-21.28350133748853,980.0,-7336.768524690161,-7.486498494581797,700,-6845.335281753998,-9.779050402505712
19,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,NLIRROB,ROB,Methaners,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,single_family,,10,700,0,715,0,-80.0,natural_gas,therms,-30.0,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-30.0,-80.0,0.0,0.0,0.0,0.0,-14.364862469645503,0.0,-3495.310037392648,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-18.672017428190777,-0.03838390137897032,-1.014204370477329,-11016.92373974077,0.0,0,0,0,-6.001505300449976,0.0,0,0,0,-2.193000437947551,0.0,0,0,0,-11044.842851179215,0.43324293616292675,0.0,0.0,0.0,420.0,-14.364862469645503,-0.03420205349915596,560.0,-3495.310037392648,-6.241625066772586,980.0,-3509.674899862294,-3.5813009182268303,1540.0,-3494.221656926131,-2.268975101900085,1540.0,-14558.789113805393,-9.453759164808696,980.0,-2949.674899862294,-3.009872346798259,700,-2458.241656926131,-3.5117737956087582
20,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,LIRROB,ROB,Methaners,ElecCo,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,single_family_li,,10,700,0,715,0,-80.0,natural_gas,therms,-30.0,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-30.0,-80.0,0.0,0.0,0.0,0.0,-14.364862469645503,0.0,-3495.310037392648,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-18.672017428190777,-0.03838390137897032,-1.014204370477329,-11016.92373974077,0.0,0,0,0,-6.001505300449976,0.0,0,0,0,-2.193000437947551,0.0,0,0,0,-11044.842851179215,0.43324293616292675,0.0,0.0,0.0,420.0,-14.364862469645503,-0.03420205349915596,560.0,-3495.310037392648,-6.241625066772586,980.0,-3509.674899862294,-3.5813009182268303,1540.0,-3494.221656926131,-2.268975101900085,1540.0,-14558.789113805393,-9.453759164808696,980.0,-2949.674899862294,-3.009872346798259,700,-2458.241656926131,-3.5117737956087582
21,furnace_natural_gas_baseline_residential_to_furnace_natural_gas_efficient_residential,residential,NLIRROB,ROB,Methaners,FreshTricity,furnace_natural_gas_baseline_residential,furnace_natural_gas_efficient_residential,,multi_family,,10,700,0,715,0,-180.0,natural_gas,therms,-67.5,electricity,kWh,,,,,,,700,0.00011415525114155251,1,0,-67.5,-180.0,0.0,0.0,0.0,0.0,-32.32094055670238,0.0,-7864.447584133459,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.5,350.0,350.0,350.0,1050.0,70.0,210.0,210.0,14.02,-42.01203921342924,-0.08636377810268323,-2.28195983357399,-24788.078414416734,0.0,0,0,0,-13.503386926012444,0.0,0,0,0,-4.93425098538199,0.0,0,0,0,-24850.89641515323,0.43324293616292675,0.0,0.0,0.0,420.0,-32.32094055670238,-0.07695462037310091,560.0,-7864.447584133459,-14.04365640023832,980.0,-7896.768524690161,-8.057927066010368,1540.0,-7881.315281753998,-5.117737195944154,1540.0,-32776.592059732335,-21.28350133748853,980.0,-7336.768524690161,-7.486498494581797,700,-6845.335281753998,-9.779050402505712
