competition_group,electric_utility,gas_utility,building_type,time,total_stock,ret_er_stock,remaining_stock,rob_stock,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock,ret_er_below_baseline_flow,ret_er_baseline_flow,ret_er_efficient_flow,ret_er_top10_flow,rob_below_baseline_flow,rob_baseline_flow,rob_efficient_flow,rob_top10_flow,remaining_below_baseline_flow,remaining_baseline_flow,remaining_efficient_flow,remaining_top10_flow,remaining_baseline_flow_2,remaining_efficient_flow_2,remaining_top10_flow_2
refrigeration,test_utility_1,test_utility_1,single_family,18,49999.999999999985,15000.099999993543,30002.2000000129,4997.699999993544,224.91590743498563,29124.1340824607,337.3738611524786,315.77614896473926,206.95249792050024,14199.33565932626,310.42874688075045,283.3830958660323,80.95115492437384,4685.153289619169,121.4267323865608,110.16882306344102,4.9594994695727905,-19.08701298075721,7.439249204359157,6.688264306825886,96.95445810567533,-372.46214284655616,145.43168715851303,130.07599758236734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,19,49999.999999999985,15000.099999997845,30002.200000004297,4997.699999997848,187.40909699154534,29264.559705708623,281.1136454873181,269.11755181680917,172.65657433365567,14327.738420284219,258.98486150048353,240.72014387948775,67.55941329938973,4735.291369562587,101.33911994908462,93.51009718678723,4.1390499584099985,-16.015286813346393,6.208574937615026,5.667661917320629,80.95115492437384,-312.5467103743749,121.4267323865608,110.16882306344102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,0,3000.0,900.0,1800.0,300.0,360.0,450.0,540.0,450.0,180.0,225.0,270.0,225.0,60.0,75.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,1,3000.0,900.0,1800.0,300.0,300.0,675.0,450.0,375.0,177.6,234.0,266.4,222.0,58.8,79.5,88.2,73.5,3.5999999999999943,-13.5,5.399999999999977,4.5,60.0,-225.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,2,3000.0,900.0,1800.0,300.0,250.0,862.5,375.0,312.5,166.03199999999998,277.38,249.048,207.54,58.016,82.44,87.024,72.52,3.5519999999999925,-13.319999999999993,5.3279999999999745,4.439999999999998,58.8,-220.5,88.2,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,3,3000.0,900.0,1800.0,300.0,208.33333333333334,1018.75,312.5,260.4166666666667,150.14090666666664,336.97159999999997,225.21135999999998,187.67613333333333,54.23711999999999,96.6108,81.35567999999999,67.79639999999999,3.3206399999999974,-12.452400000000011,4.98096000000001,4.150800000000004,58.016,-217.56,87.024,72.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,4,3000.0,899.9999999999998,1800.0000000000002,299.99999999999994,173.61111111111111,1148.9583333333335,260.4166666666667,217.0138888888889,132.81428124444443,401.94644533333326,199.22142186666662,166.01785155555555,49.0460295111111,116.07738933333331,73.56904426666665,61.30753688888888,3.002818133333335,-11.260567999999978,4.5042272000000025,3.753522666666669,54.23711999999999,-203.38920000000002,81.35567999999999,67.79639999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,5,2999.9999999999995,899.9999999999998,1800.0,299.9999999999999,144.67592592592592,1257.4652777777778,217.0138888888889,180.84490740740745,115.70718226488887,466.09806650666656,173.5607733973333,144.6339778311111,43.38599853985185,137.3025054755555,65.07899780977776,54.23249817481481,2.6562856248888806,-9.961071093333317,3.984428437333321,3.320357031111115,49.0460295111111,-183.92261066666663,73.56904426666665,61.30753688888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,6,2999.9999999999995,899.9999999999998,1800.0,299.9999999999999,120.56327160493828,1347.8877314814813,180.84490740740745,150.7040895061729,99.70801340071503,526.0949497473184,149.56202010107256,124.63501675089383,37.797679539863694,158.25870172551106,56.696519309795534,47.24709942482963,2.3141436452977757,-8.67803866986668,3.471215467946678,2.8926795566222268,43.38599853985185,-162.69749452444438,65.07899780977776,54.23249817481481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,7,3000.0,899.9999999999999,1800.0,299.99999999999994,100.46939300411523,1423.2397762345677,150.7040895061729,125.58674125514408,85.23644735595687,580.3633224151615,127.8546710339353,106.54555919494611,32.57128437756691,177.857683584124,48.85692656635037,40.714105471958646,1.9941602680142978,-7.478101005053645,2.9912404020214467,2.4927003350178722,37.797679539863694,-141.74129827448883,56.696519309795534,47.24709942482963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,8,3000.0,899.9999999999998,1800.0,299.99999999999994,83.72449417009604,1486.0331468621398,125.58674125514408,104.65561771262007,72.4327111065777,628.3773333503334,108.64906665986653,90.54088888322212,27.843906136279244,195.58535198895277,41.76585920441886,34.80488267034906,1.7047289471191363,-6.392733551696779,2.5570934206787115,2.1309111838989168,32.57128437756691,-122.14231641587594,48.85692656635037,40.714105471958646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,9,3000.0,899.9999999999998,1800.0000000000002,299.9999999999999,69.77041180841337,1538.36095571845,104.65561771262007,87.21301476051673,61.27678695131343,670.2120489325744,91.91518042697015,76.5959836891418,23.66135229481538,211.26992889444222,35.49202844222307,29.576690368519227,1.4486542221315517,-5.432453332993305,2.1729813331973276,1.8108177776644396,27.843906136279244,-104.41464801104718,41.76585920441886,34.80488267034906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,10,2999.9999999999995,899.9999999999998,1800.0,299.9999999999999,58.14200984034448,1581.9674630987083,87.21301476051673,72.6775123004306,51.662569442927,706.2653645890235,77.49385416439051,64.57821180365876,20.017083737429054,224.93593598464093,30.02562560614358,25.02135467178632,1.2255357390262702,-4.595759021348499,1.8383036085394053,1.5319196737828378,23.66135229481538,-88.73007110555767,35.49202844222307,29.576690368519227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,11,3000.0,899.9999999999999,1800.0000000000002,299.99999999999994,48.45167486695373,1618.3062192489238,72.6775123004306,60.56459358369217,43.443213676103056,737.0879487146134,65.16482051415458,54.30401709512882,16.876439351356154,236.71335243241435,25.31465902703423,21.095549189195193,1.0332513888585382,-3.874692708219527,1.5498770832878108,1.291564236073178,20.017083737429054,-75.06406401535895,30.02562560614358,25.02135467178632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,12,3000.0000000000005,900.0,1800.0000000000005,299.99999999999994,40.376395722461446,1648.58851604077,60.56459358369217,50.47049465307681,36.45817874621295,763.2818297017013,54.68726811931943,45.57272343276618,14.19144980086033,246.7820632467737,21.287174701290496,17.73931225107541,0.868864273522064,-3.2582410257077754,1.3032964102830888,1.08608034190258,16.876439351356154,-63.28664756758559,25.31465902703423,21.095549189195193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,13,3000.000000000001,900.0,1800.0000000000007,299.99999999999994,33.64699643538454,1673.8237633673084,50.47049465307681,42.05874554423068,30.548742734602705,785.4422147452399,45.82311410190405,38.18592841825337,11.909671723762898,255.33873103588908,17.864507585644347,14.887089654703619,0.7291635749242573,-2.7343634059659507,1.093745362386386,0.9114544686553216,14.19144980086033,-53.21793675322624,21.287174701290496,17.73931225107541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,14,3000.0000000000005,900.0000000000001,1800.0000000000005,300.0,28.039163696153782,1694.8531361394237,42.05874554423068,35.048954620192234,25.56634465917119,804.1262075281081,38.349516988756776,31.957930823963984,9.979255959970217,262.5777901501117,14.968883939955322,12.474069949962768,0.6109748546920528,-2.291155705095207,0.9164622820380828,0.7637185683650642,11.909671723762898,-44.66126896411086,17.864507585644347,14.887089654703619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
