competition_group,electric_utility,gas_utility,building_type,market,efficiency_level,adopt_t_0,adopt_t_1,adopt_t_2,adopt_t_3,adopt_t_4,adopt_t_5,adopt_t_6,adopt_t_7,adopt_t_8,adopt_t_9,adopt_t_10,adopt_t_11,adopt_t_12,adopt_t_13,adopt_t_14,adopt_t_15,adopt_t_16,adopt_t_17,adopt_t_18,adopt_t_19
refrigeration,none,none,multi_family_li,rob,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family,remaining,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family,ret_er,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family,rob,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family_li,remaining,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family_li,ret_er,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,none,single_family_li,rob,top10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family,remaining,top10,0.0,600.0,500.0,416.6666666666665,347.2222222222222,289.35185185185173,241.12654320987622,200.93878600823064,167.44898834019205,139.5408236168273,116.28401968068874,96.90334973390782,80.75279144492288,67.29399287076922,56.07832739230753,46.73193949358938,38.943282911324786,32.45273575943747,27.043946466197667,22.53662205516457
refrigeration,none,test_utility_1,multi_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family,ret_er,top10,0.0,24.0,115.68,158.91093333333328,173.26625422222213,171.07098979555548,159.99168864173828,144.71566044758163,128.03736249379176,111.55924155264256,96.14217508386446,82.19355766823946,69.85034929890116,59.094360116102735,49.823980754315244,41.89805532487071,35.16205272784691,29.463088267413923,24.658006961283263,20.617222292404904
refrigeration,none,test_utility_1,multi_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family,rob,top10,0.0,12.0,7.840000000000003,37.78880000000001,51.91090488888885,56.600309712592534,55.883189999881466,52.26395162296785,47.2737824128767,41.82553841463857,36.44268557386323,31.406443860729098,26.849895504958283,22.81778077097431,19.30415763792695,16.27583371307628,13.686698072791046,11.486270557763305,9.624608834021956,8.054948940685904
refrigeration,none,test_utility_1,multi_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family_li,remaining,top10,0.0,300.0,250.0,208.33333333333326,173.6111111111111,144.67592592592587,120.56327160493811,100.46939300411532,83.72449417009602,69.77041180841366,58.14200984034437,48.45167486695391,40.37639572246144,33.64699643538461,28.039163696153764,23.36596974679469,19.471641455662393,16.226367879718737,13.521973233098834,11.268311027582286
refrigeration,none,test_utility_1,multi_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family_li,ret_er,top10,0.0,12.0,57.84,79.45546666666664,86.63312711111107,85.53549489777774,79.99584432086914,72.35783022379081,64.01868124689588,55.77962077632128,48.07108754193223,41.09677883411973,34.92517464945058,29.547180058051367,24.911990377157622,20.949027662435356,17.581026363923456,14.731544133706961,12.329003480641632,10.308611146202452
refrigeration,none,test_utility_1,multi_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,multi_family_li,rob,top10,0.0,6.0,3.9200000000000017,18.894400000000005,25.955452444444425,28.300154856296267,27.941594999940733,26.131975811483926,23.63689120643835,20.912769207319286,18.221342786931615,15.703221930364549,13.424947752479142,11.408890385487155,9.652078818963474,8.13791685653814,6.843349036395523,5.7431352788816525,4.812304417010978,4.027474470342952
refrigeration,none,test_utility_1,single_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,single_family,remaining,top10,0.0,4000.0,3333.333333333333,2777.7777777777783,2314.8148148148157,1929.0123456790116,1607.5102880658433,1339.5919067215327,1116.3265889346148,930.27215744551,775.2267978712625,646.022331559383,538.3519429661537,448.6266191384602,373.8555159487187,311.5462632905983,259.6218860754998,216.35157172958134,180.29297644131657,150.24414703443108
refrigeration,none,test_utility_1,single_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,single_family,ret_er,top10,0.0,160.0,771.1999999999998,1059.4062222222224,1155.1083614814806,1140.473265303704,1066.6112576115884,964.7710696505437,853.5824166252787,743.728277017618,640.9478338924282,547.9570511215989,465.66899532600655,393.9624007740167,332.15987169543405,279.3203688324702,234.41368485231396,196.42058844942767,164.38671307522418,137.448148616033
refrigeration,none,test_utility_1,single_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,single_family,rob,top10,0.0,80.0,52.266666666666424,251.92533333333347,346.07269925925925,377.3353980839505,372.5545999992098,348.42634415311863,315.15854941917814,278.83692276425745,242.95123715908812,209.37629240486058,178.99930336638818,152.11853847316206,128.69438425284625,108.50555808717536,91.24465381860637,76.57513705175597,64.1640588934797,53.6996596045733
refrigeration,none,test_utility_1,single_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,single_family_li,remaining,top10,0.0,2500.0,2083.333333333333,1736.1111111111122,1446.7592592592573,1205.632716049382,1004.6939300411541,837.2449417009611,697.7041180841334,581.4200984034433,484.5167486695391,403.7639572246135,336.4699643538461,280.3916369615363,233.65969746794872,194.71641455662393,162.263678797186,135.21973233098834,112.68311027582422,93.90259189651988
refrigeration,none,test_utility_1,single_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,single_family_li,ret_er,top10,0.0,100.0,482.0000000000002,662.1288888888885,721.942725925926,712.7957908148139,666.6320360072423,602.9819185315914,533.4890103907996,464.8301731360116,400.5923961827675,342.4731569509977,291.0431220787541,246.2265004837609,207.59991980964696,174.5752305202941,146.5085530326951,122.76286778089252,102.74169567201352,85.90509288502017
refrigeration,none,test_utility_1,single_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_1,single_family_li,rob,top10,0.0,50.0,32.66666666666674,157.45333333333326,216.295437037037,235.83462380246897,232.84662499950593,217.76646509569912,196.97409338698662,174.27307672766142,151.8445232244303,130.86018275303718,111.87456460399267,95.07408654572646,80.43399015802856,67.81597380448466,57.027908636629036,47.85946065734743,40.1025368084247,33.562287252857914
refrigeration,none,test_utility_2,multi_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,multi_family,remaining,top10,0.0,600.0,500.0,416.6666666666665,347.2222222222222,289.35185185185173,241.12654320987622,200.93878600823064,167.44898834019205,139.5408236168273,116.28401968068874,96.90334973390782,80.75279144492288,67.29399287076922,56.07832739230753,46.73193949358938,38.943282911324786,32.45273575943747,27.043946466197667,22.53662205516457
refrigeration,none,test_utility_2,multi_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,multi_family,ret_er,top10,0.0,24.0,115.68,158.91093333333328,173.26625422222213,171.07098979555548,159.99168864173828,144.71566044758163,128.03736249379176,111.55924155264256,96.14217508386446,82.19355766823946,69.85034929890116,59.094360116102735,49.823980754315244,41.89805532487071,35.16205272784691,29.463088267413923,24.658006961283263,20.617222292404904
refrigeration,none,test_utility_2,multi_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,multi_family,rob,top10,0.0,12.0,7.840000000000003,37.78880000000001,51.91090488888885,56.600309712592534,55.883189999881466,52.26395162296785,47.2737824128767,41.82553841463857,36.44268557386323,31.406443860729098,26.849895504958283,22.81778077097431,19.30415763792695,16.27583371307628,13.686698072791046,11.486270557763305,9.624608834021956,8.054948940685904
refrigeration,none,test_utility_2,multi_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,multi_family_li,remaining,top10,0.0,300.0,250.0,208.33333333333326,173.6111111111111,144.67592592592587,120.56327160493811,100.46939300411532,83.72449417009602,69.77041180841366,58.14200984034437,48.45167486695391,40.37639572246144,33.64699643538461,28.039163696153764,23.36596974679469,19.471641455662393,16.226367879718737,13.521973233098834,11.268311027582286
refrigeration,none,test_utility_2,multi_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,multi_family_li,ret_er,top10,0.0,12.0,57.84,79.45546666666664,86.63312711111107,85.53549489777774,79.99584432086914,72.35783022379081,64.01868124689588,55.77962077632128,48.07108754193223,41.09677883411973,34.92517464945058,29.547180058051367,24.911990377157622,20.949027662435356,17.581026363923456,14.731544133706961,12.329003480641632,10.308611146202452
refrigeration,none,test_utility_2,multi_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,multi_family_li,rob,top10,0.0,6.0,3.9200000000000017,18.894400000000005,25.955452444444425,28.300154856296267,27.941594999940733,26.131975811483926,23.63689120643835,20.912769207319286,18.221342786931615,15.703221930364549,13.424947752479142,11.408890385487155,9.652078818963474,8.13791685653814,6.843349036395523,5.7431352788816525,4.812304417010978,4.027474470342952
refrigeration,none,test_utility_2,single_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,single_family,remaining,top10,0.0,5500.0,4583.333333333332,3819.4444444444453,3182.8703703703686,2652.391975308641,2210.326646090536,1841.9388717421134,1534.9490597850963,1279.124216487573,1065.9368470729823,888.2807058941544,740.2339215784596,616.8616013153842,514.051334429485,428.37611202457265,356.9800933538063,297.48341112817434,247.90284260681437,206.58570217234592
refrigeration,none,test_utility_2,single_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,single_family,ret_er,top10,0.0,220.0,1060.3999999999996,1456.6835555555554,1588.2739970370367,1568.1507397925925,1466.5904792159336,1326.5602207694983,1173.675822859761,1022.6263808992244,881.3032716020898,753.4409452921955,640.2948685732572,541.6983010642725,456.71982358122295,384.0655071446454,322.3188166719283,270.0783091179637,226.0317304784312,188.99120434704673
refrigeration,none,test_utility_2,single_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,single_family,rob,top10,0.0,110.0,71.86666666666656,346.39733333333334,475.84996148148116,518.836172365432,512.2625749989138,479.0862232105378,433.3430054513701,383.4007688008546,334.05795109374685,287.8924020566824,246.124042128783,209.16299040059766,176.9547783476628,149.1951423698656,125.4613990005846,105.29081344616407,88.22558097853471,73.83703195628732
refrigeration,none,test_utility_2,single_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,single_family_li,remaining,top10,0.0,2500.0,2083.333333333333,1736.1111111111122,1446.7592592592573,1205.632716049382,1004.6939300411541,837.2449417009611,697.7041180841334,581.4200984034433,484.5167486695391,403.7639572246135,336.4699643538461,280.3916369615363,233.65969746794872,194.71641455662393,162.263678797186,135.21973233098834,112.68311027582422,93.90259189651988
refrigeration,none,test_utility_2,single_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,single_family_li,ret_er,top10,0.0,100.0,482.0000000000002,662.1288888888885,721.942725925926,712.7957908148139,666.6320360072423,602.9819185315914,533.4890103907996,464.8301731360116,400.5923961827675,342.4731569509977,291.0431220787541,246.2265004837609,207.59991980964696,174.5752305202941,146.5085530326951,122.76286778089252,102.74169567201352,85.90509288502017
refrigeration,none,test_utility_2,single_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,none,test_utility_2,single_family_li,rob,top10,0.0,50.0,32.66666666666674,157.45333333333326,216.295437037037,235.83462380246897,232.84662499950593,217.76646509569912,196.97409338698662,174.27307672766142,151.8445232244303,130.86018275303718,111.87456460399267,95.07408654572646,80.43399015802856,67.81597380448466,57.027908636629036,47.85946065734743,40.1025368084247,33.562287252857914
refrigeration,test_utility_1,none,multi_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multi_family,remaining,top10,0.0,600.0,500.0,416.6666666666665,347.2222222222222,289.35185185185173,241.12654320987622,200.93878600823064,167.44898834019205,139.5408236168273,116.28401968068874,96.90334973390782,80.75279144492288,67.29399287076922,56.07832739230753,46.73193949358938,38.943282911324786,32.45273575943747,27.043946466197667,22.53662205516457
refrigeration,test_utility_1,none,multi_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multi_family,ret_er,top10,0.0,24.0,115.68,158.91093333333328,173.26625422222213,171.07098979555548,159.99168864173828,144.71566044758163,128.03736249379176,111.55924155264256,96.14217508386446,82.19355766823946,69.85034929890116,59.094360116102735,49.823980754315244,41.89805532487071,35.16205272784691,29.463088267413923,24.658006961283263,20.617222292404904
refrigeration,test_utility_1,none,multi_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multi_family,rob,top10,0.0,12.0,7.840000000000003,37.78880000000001,51.91090488888885,56.600309712592534,55.883189999881466,52.26395162296785,47.2737824128767,41.82553841463857,36.44268557386323,31.406443860729098,26.849895504958283,22.81778077097431,19.30415763792695,16.27583371307628,13.686698072791046,11.486270557763305,9.624608834021956,8.054948940685904
refrigeration,test_utility_1,none,multi_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multi_family_li,remaining,top10,0.0,300.0,250.0,208.33333333333326,173.6111111111111,144.67592592592587,120.56327160493811,100.46939300411532,83.72449417009602,69.77041180841366,58.14200984034437,48.45167486695391,40.37639572246144,33.64699643538461,28.039163696153764,23.36596974679469,19.471641455662393,16.226367879718737,13.521973233098834,11.268311027582286
refrigeration,test_utility_1,none,multi_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multi_family_li,ret_er,top10,0.0,12.0,57.84,79.45546666666664,86.63312711111107,85.53549489777774,79.99584432086914,72.35783022379081,64.01868124689588,55.77962077632128,48.07108754193223,41.09677883411973,34.92517464945058,29.547180058051367,24.911990377157622,20.949027662435356,17.581026363923456,14.731544133706961,12.329003480641632,10.308611146202452
refrigeration,test_utility_1,none,multi_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multi_family_li,rob,top10,0.0,6.0,3.9200000000000017,18.894400000000005,25.955452444444425,28.300154856296267,27.941594999940733,26.131975811483926,23.63689120643835,20.912769207319286,18.221342786931615,15.703221930364549,13.424947752479142,11.408890385487155,9.652078818963474,8.13791685653814,6.843349036395523,5.7431352788816525,4.812304417010978,4.027474470342952
refrigeration,test_utility_1,none,single_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family,remaining,top10,0.0,5000.0,4166.666666666666,3472.2222222222244,2893.5185185185146,2411.265432098764,2009.3878600823082,1674.4898834019223,1395.4082361682667,1162.8401968068865,969.0334973390782,807.527914449227,672.9399287076922,560.7832739230726,467.31939493589744,389.43282911324786,324.527357594372,270.4394646619767,225.36622055164844,187.80518379303976
refrigeration,test_utility_1,none,single_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family,ret_er,top10,0.0,200.0,964.0000000000005,1324.257777777777,1443.885451851852,1425.5915816296279,1333.2640720144846,1205.9638370631828,1066.9780207815993,929.6603462720232,801.184792365535,684.9463139019954,582.0862441575082,492.4530009675218,415.1998396192939,349.1504610405882,293.0171060653902,245.52573556178504,205.48339134402704,171.81018577004033
refrigeration,test_utility_1,none,single_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family,rob,top10,0.0,100.0,65.33333333333348,314.9066666666665,432.590874074074,471.66924760493794,465.69324999901187,435.53293019139824,393.94818677397325,348.54615345532284,303.6890464488606,261.72036550607436,223.74912920798533,190.14817309145292,160.86798031605713,135.6319476089693,114.05581727325807,95.71892131469485,80.2050736168494,67.12457450571583
refrigeration,test_utility_1,none,single_family_li,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family_li,remaining,top10,0.0,2500.0,2083.333333333333,1736.1111111111122,1446.7592592592573,1205.632716049382,1004.6939300411541,837.2449417009611,697.7041180841334,581.4200984034433,484.5167486695391,403.7639572246135,336.4699643538461,280.3916369615363,233.65969746794872,194.71641455662393,162.263678797186,135.21973233098834,112.68311027582422,93.90259189651988
refrigeration,test_utility_1,none,single_family_li,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family_li,ret_er,top10,0.0,100.0,482.0000000000002,662.1288888888885,721.942725925926,712.7957908148139,666.6320360072423,602.9819185315914,533.4890103907996,464.8301731360116,400.5923961827675,342.4731569509977,291.0431220787541,246.2265004837609,207.59991980964696,174.5752305202941,146.5085530326951,122.76286778089252,102.74169567201352,85.90509288502017
refrigeration,test_utility_1,none,single_family_li,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,single_family_li,rob,top10,0.0,50.0,32.66666666666674,157.45333333333326,216.295437037037,235.83462380246897,232.84662499950593,217.76646509569912,196.97409338698662,174.27307672766142,151.8445232244303,130.86018275303718,111.87456460399267,95.07408654572646,80.43399015802856,67.81597380448466,57.027908636629036,47.85946065734743,40.1025368084247,33.562287252857914
refrigeration,test_utility_1,test_utility_1,multi_family,remaining,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multi_family,remaining,top10,0.0,600.0,500.0,416.6666666666665,347.2222222222222,289.35185185185173,241.12654320987622,200.93878600823064,167.44898834019205,139.5408236168273,116.28401968068874,96.90334973390782,80.75279144492288,67.29399287076922,56.07832739230753,46.73193949358938,38.943282911324786,32.45273575943747,27.043946466197667,22.53662205516457
refrigeration,test_utility_1,test_utility_1,multi_family,ret_er,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multi_family,ret_er,top10,0.0,24.0,115.68,158.91093333333328,173.26625422222213,171.07098979555548,159.99168864173828,144.71566044758163,128.03736249379176,111.55924155264256,96.14217508386446,82.19355766823946,69.85034929890116,59.094360116102735,49.823980754315244,41.89805532487071,35.16205272784691,29.463088267413923,24.658006961283263,20.617222292404904
refrigeration,test_utility_1,test_utility_1,multi_family,rob,efficient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
